biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
H1-hESC,H1-hESC,EFO:0003042,ENCSR000EMU,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,stem cell,embryonic,male,unknown,insufficient read depth,-,insufficient spot score,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF163ZHO, ENCFF294YVG",565074,1d5bb61debf91eaedaae944682b907f6,ENCFF050KLL,https://www.encodeproject.org/files/ENCFF050KLL/@@download/ENCFF050KLL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR000EMU,DNase-seq,raw signal,bigWig,DNA,-,1,-,stem cell,embryonic,male,unknown,insufficient read depth,-,insufficient spot score,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001CUM,160958251,ef6885215ebd8bacae9ec6ca30f3a97a,ENCFF001CUN,https://www.encodeproject.org/files/ENCFF001CUN/@@download/ENCFF001CUN.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR537BCG,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,-,stem cell,embryonic,male,unknown,-,-,"missing spikeins, insufficient read length",-,-,-,see document,-,TRUE,Roadmap,ENCODE Processing Pipeline,11/16/16,"ENCFF826ONU, ENCFF983GPZ",9798325,9e8178050ea58cce6b6c81a79bafb267,ENCFF594ENI,https://www.encodeproject.org/files/ENCFF594ENI/@@download/ENCFF594ENI.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR000BZU,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,stem cell,embryonic,male,unknown,low read depth,-,missing spikeins,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,11/17/10,"ENCFF826ONU, ENCFF908NYY",9720922,7b34f915b954ac46331c0c823036ab86,ENCFF598ARA,https://www.encodeproject.org/files/ENCFF598ARA/@@download/ENCFF598ARA.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR643QIZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,stem cell,embryonic,male,unknown,"missing spikeins, low read depth",-,"insufficient read depth, missing spikeins",-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,2/8/11,"ENCFF356ITG, ENCFF826ONU",9723740,48f364aadc83a734a9b24ecd77e1afc2,ENCFF737ZEE,https://www.encodeproject.org/files/ENCFF737ZEE/@@download/ENCFF737ZEE.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR643QIZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,2,-,stem cell,embryonic,male,unknown,"missing spikeins, low read depth",-,"insufficient read depth, missing spikeins",-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,2/8/11,"ENCFF782HYB, ENCFF826ONU",9736705,6b6f6737f6ea596bb3190cf8a3ae19fe,ENCFF101HST,https://www.encodeproject.org/files/ENCFF101HST/@@download/ENCFF101HST.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR000COU,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,1,-,stem cell,embryonic,male,unknown,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF314XWH, ENCFF826ONU",9540635,1e4e05026b1cc4232e53b7f7d293a390,ENCFF045NOY,https://www.encodeproject.org/files/ENCFF045NOY/@@download/ENCFF045NOY.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC,H1-hESC,EFO:0003042,ENCSR000COU,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,-,stem cell,embryonic,male,unknown,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF405ZMX, ENCFF826ONU",9517316,53059e2cfc566ab5791135157304e94f,ENCFF334LZL,https://www.encodeproject.org/files/ENCFF334LZL/@@download/ENCFF334LZL.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC cytosolic fraction,H1-hESC,EFO:0003042,ENCSR000COV,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,-,stem cell,embryonic,male,unknown,-,-,-,-,-,cytosol,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF053AJX, ENCFF826ONU",9513324,870af52ab50b329ab4aa94a8a38e2bbc,ENCFF810LOV,https://www.encodeproject.org/files/ENCFF810LOV/@@download/ENCFF810LOV.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H1-hESC nuclear fraction,H1-hESC,EFO:0003042,ENCSR000COW,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,-,stem cell,embryonic,male,unknown,-,-,-,-,-,nucleus,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF661GUD, ENCFF826ONU",9514947,5c22a05dd203b0b23456885eca35365b,ENCFF760CXR,https://www.encodeproject.org/files/ENCFF760CXR/@@download/ENCFF760CXR.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF353DGF,2239885,0336fdc6e778b5590cbc285c41d3f4bb,ENCFF765WLN,https://www.encodeproject.org/files/ENCFF765WLN/@@download/ENCFF765WLN.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF860KQR,2539995,6777ead1ad6c49ec0516345251b51f3e,ENCFF563PUX,https://www.encodeproject.org/files/ENCFF563PUX/@@download/ENCFF563PUX.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,8/18/15,"ENCFF163ZHO, ENCFF860NTX",1793093,40fd3a3a942528d3ee3bca824bb942c8,ENCFF291ZBT,https://www.encodeproject.org/files/ENCFF291ZBT/@@download/ENCFF291ZBT.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,8/18/15,"ENCFF163ZHO, ENCFF602BER",1936450,499f98fcb3c0e5c5b1b27eca00ec351e,ENCFF716GQJ,https://www.encodeproject.org/files/ENCFF716GQJ/@@download/ENCFF716GQJ.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,signal of unique reads,bigWig,DNA,-,2,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF860KQR,427241335,826f5cad995cf71aa5a368325d940cdf,ENCFF700TIC,https://www.encodeproject.org/files/ENCFF700TIC/@@download/ENCFF700TIC.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR809CEA,DNase-seq,signal of unique reads,bigWig,DNA,-,1,-,immortalized cell line,adult,male,37 year,low spot score,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF353DGF,404970438,65fe76a3e9d3bca7794642aa35143216,ENCFF839KPY,https://www.encodeproject.org/files/ENCFF839KPY/@@download/ENCFF839KPY.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR919QJT,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,immortalized cell line,adult,male,37 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,11/20/14,"ENCFF030QUJ, ENCFF826ONU",9504275,a013f287c131f89082fa889a5a0a1269,ENCFF114MWR,https://www.encodeproject.org/files/ENCFF114MWR/@@download/ENCFF114MWR.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H4,H4,EFO:0002184,ENCSR919QJT,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,immortalized cell line,adult,male,37 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,11/20/14,"ENCFF042IYY, ENCFF826ONU",9516204,de719e9fabc7d540efb4c6829bc52137,ENCFF780SJS,https://www.encodeproject.org/files/ENCFF780SJS/@@download/ENCFF780SJS.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,"ENCFF001CUO, ENCFF001CUP",2485860,55b21c7aaa2a5267d42aad323ffa337c,ENCFF001SQJ,https://www.encodeproject.org/files/ENCFF001SQJ/@@download/ENCFF001SQJ.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001AVC,5387057,df182a5e11303d2f97afc410d619a738,ENCFF001VZE,https://www.encodeproject.org/files/ENCFF001VZE/@@download/ENCFF001VZE.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CUP,2462058,19c9bcd5ea07863de7b21e802deeb964,ENCFF001WGM,https://www.encodeproject.org/files/ENCFF001WGM/@@download/ENCFF001WGM.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CUO,3054845,44bf9349ce34a8b382d1c9773eddef62,ENCFF001WGL,https://www.encodeproject.org/files/ENCFF001WGL/@@download/ENCFF001WGL.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/14/10,"ENCFF147IOS, ENCFF163ZHO",4519842,556946482fae4392f48829f873c54d39,ENCFF185RZG,https://www.encodeproject.org/files/ENCFF185RZG/@@download/ENCFF185RZG.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/14/10,"ENCFF163ZHO, ENCFF329AAC",986143,9dad49756ac4e0a2bcac0e8038eb2bc6,ENCFF871YGS,https://www.encodeproject.org/files/ENCFF871YGS/@@download/ENCFF871YGS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EJO,DNase-seq,peaks,bed narrowPeak,DNA,-,-,-,stem cell,unknown,unknown,unknown,-,"missing derived_from, mismatched file status, biological replicates with identical biosample",-,-,-,-,see document,see document,False,ENCODE,"Gregory Crawford, Duke",3/28/12,-,2390786,b528fcfb1cfe1ff77d794de8ca9b723c,ENCFF001UVN,https://www.encodeproject.org/files/ENCFF001UVN/@@download/ENCFF001UVN.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,raw signal,bigWig,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001AVC,361534518,e3e6165f83122837a2992567e913b8b0,ENCFF001AUZ,https://www.encodeproject.org/files/ENCFF001AUZ/@@download/ENCFF001AUZ.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,signal,bigWig,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001AVC,579225809,0e9dcaca171f48799ab0e030233d17b2,ENCFF001AVB,https://www.encodeproject.org/files/ENCFF001AVB/@@download/ENCFF001AVB.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,raw signal,bigWig,DNA,-,2,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CUP,135136061,71c0fbaf522d7b0a0610063b2a80c041,ENCFF001CWS,https://www.encodeproject.org/files/ENCFF001CWS/@@download/ENCFF001CWS.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EMZ,DNase-seq,raw signal,bigWig,DNA,-,1,-,stem cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CUO,138726197,26a73b7e69a5f7f731402ede92585ba6,ENCFF001CWR,https://www.encodeproject.org/files/ENCFF001CWR/@@download/ENCFF001CWR.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EJO,DNase-seq,base overlap signal,bigWig,DNA,-,-,-,stem cell,unknown,unknown,unknown,-,"missing derived_from, mismatched file status, biological replicates with identical biosample",-,-,-,-,see document,see document,False,ENCODE,"Gregory Crawford, Duke",3/28/12,-,1620602993,46ba63bc8881cde82dea3964b2564034,ENCFF000SOI,https://www.encodeproject.org/files/ENCFF000SOI/@@download/ENCFF000SOI.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR000EJO,DNase-seq,signal,bigWig,DNA,-,-,-,stem cell,unknown,unknown,unknown,-,"missing derived_from, mismatched file status, biological replicates with identical biosample",-,-,-,-,see document,see document,False,ENCODE,"Gregory Crawford, Duke",3/28/12,-,3021534529,390a3160641b2c513d6343721013f7dd,ENCFF000SOO,https://www.encodeproject.org/files/ENCFF000SOO/@@download/ENCFF000SOO.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR490SQH,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,stem cell,unknown,unknown,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF748CGU, ENCFF826ONU",9569794,1edc01dfefac2951a5e3da70047ddcd1,ENCFF152HJN,https://www.encodeproject.org/files/ENCFF152HJN/@@download/ENCFF152HJN.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
H7-hESC,H7-hESC,EFO:0005904,ENCSR490SQH,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,stem cell,unknown,unknown,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF528VIH, ENCFF826ONU",9552440,72fa65a0f28b1e8b0d7487569b0209a4,ENCFF767WGV,https://www.encodeproject.org/files/ENCFF767WGV/@@download/ENCFF767WGV.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",10/14/15,ENCFF966UVY,2817010,f0c0bde9a41e34cae48ba792ca4379ab,ENCFF811UTA,https://www.encodeproject.org/files/ENCFF811UTA/@@download/ENCFF811UTA.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",10/14/15,ENCFF460BFK,2969482,371a50e550a88ace0b6306b90d8c6c56,ENCFF294BHW,https://www.encodeproject.org/files/ENCFF294BHW/@@download/ENCFF294BHW.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,10/14/15,"ENCFF163ZHO, ENCFF419ETM",1528792,a46171816868572819e5c4db61ce6b6e,ENCFF427YYM,https://www.encodeproject.org/files/ENCFF427YYM/@@download/ENCFF427YYM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,10/14/15,"ENCFF163ZHO, ENCFF482YZP",2250699,f5ea53a1d3f23e73627b92ae21bad047,ENCFF537HPL,https://www.encodeproject.org/files/ENCFF537HPL/@@download/ENCFF537HPL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,signal of unique reads,bigWig,DNA,-,1,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",10/14/15,ENCFF966UVY,356760323,bb860aeef622f40e9cffae81b5ca80a0,ENCFF725QQA,https://www.encodeproject.org/files/ENCFF725QQA/@@download/ENCFF725QQA.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR814KRX,DNase-seq,signal of unique reads,bigWig,DNA,-,2,-,immortalized cell line,adult,female,44 year,inconsistent platforms,"mismatched status, mismatched file status",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",10/14/15,ENCFF460BFK,242387848,de1bf0cdff170dd20d5fb0d004e3ded1,ENCFF056DAV,https://www.encodeproject.org/files/ENCFF056DAV/@@download/ENCFF056DAV.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR971GPJ,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,immortalized cell line,adult,female,44 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF218PWD, ENCFF826ONU",9547261,ee2e128f6dc7d95f11e6f091ebf2ca6e,ENCFF601EJO,https://www.encodeproject.org/files/ENCFF601EJO/@@download/ENCFF601EJO.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT-29,HT-29,EFO:0001193,ENCSR971GPJ,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,immortalized cell line,adult,female,44 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF362MWE, ENCFF826ONU",9535930,ab36e482001d68e2e14d84fc657faea0,ENCFF220TCD,https://www.encodeproject.org/files/ENCFF220TCD/@@download/ENCFF220TCD.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR000FDI,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,male,35 year,mixed run types,"sequencing runs labeled as technical replicates, experiment not submitted to GEO",-,-,-,-,-,-,FALSE,ENCODE,"John Stamatoyannopoulos, UW",3/31/15,ENCFF266QNM,1959422,2881a85f5e3d547bac23b681b8be867a,ENCFF628WFA,https://www.encodeproject.org/files/ENCFF628WFA/@@download/ENCFF628WFA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR000FDI,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,male,35 year,mixed run types,"sequencing runs labeled as technical replicates, experiment not submitted to GEO",-,-,-,-,-,-,FALSE,ENCODE,"John Stamatoyannopoulos, UW",3/31/15,ENCFF879HJE,2487849,372b2f778059604e8fd36924b665d0ac,ENCFF763QDD,https://www.encodeproject.org/files/ENCFF763QDD/@@download/ENCFF763QDD.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR000FDI,DNase-seq,signal of unique reads,bigWig,DNA,-,1,-,immortalized cell line,adult,male,35 year,mixed run types,"sequencing runs labeled as technical replicates, experiment not submitted to GEO",-,-,-,-,-,-,FALSE,ENCODE,"John Stamatoyannopoulos, UW",3/31/15,ENCFF266QNM,140024988,da33a76300b46db08d3e9a6d153e4fa4,ENCFF930ZWL,https://www.encodeproject.org/files/ENCFF930ZWL/@@download/ENCFF930ZWL.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR000FDI,DNase-seq,signal of unique reads,bigWig,DNA,-,2,-,immortalized cell line,adult,male,35 year,mixed run types,"sequencing runs labeled as technical replicates, experiment not submitted to GEO",-,-,-,-,-,-,FALSE,ENCODE,"John Stamatoyannopoulos, UW",3/31/15,ENCFF879HJE,408282020,19b08ac54b39abdf430d6e4054fd153c,ENCFF760VXZ,https://www.encodeproject.org/files/ENCFF760VXZ/@@download/ENCFF760VXZ.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR535VTR,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,immortalized cell line,adult,male,35 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF104BWX, ENCFF826ONU",9572765,461f2e6d1110316d95e278c8968c637b,ENCFF469UTN,https://www.encodeproject.org/files/ENCFF469UTN/@@download/ENCFF469UTN.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT1080,HT1080,EFO:0002059,ENCSR535VTR,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,immortalized cell line,adult,male,35 year,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF826ONU, ENCFF978BKD",9566127,8222c30b5cb050c6fc384fc4225c65d6,ENCFF102BYU,https://www.encodeproject.org/files/ENCFF102BYU/@@download/ENCFF102BYU.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT1080 cytosolic fraction,HT1080,EFO:0002059,ENCSR166QLP,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,1,1.0,immortalized cell line,adult,male,35 year,-,-,-,-,-,cytosol,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF214LZQ, ENCFF826ONU",9509596,718bfdb5a368854f2bd8ebdfff85a635,ENCFF426EAU,https://www.encodeproject.org/files/ENCFF426EAU/@@download/ENCFF426EAU.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HT1080 cytosolic fraction,HT1080,EFO:0002059,ENCSR166QLP,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,1.0,immortalized cell line,adult,male,35 year,-,-,-,-,-,cytosol,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF421DCK, ENCFF826ONU",9483460,68573003ff44c08f2114c0c3b641db79,ENCFF546LKT,https://www.encodeproject.org/files/ENCFF546LKT/@@download/ENCFF546LKT.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
